i_header,i_label,i_data,title,link,coach_name,id,org,role_1,role_2,role,coach_role,year
Coaching career (HC unless noted),1985–1988,UCF (AHC/WR),UCF Knights football,/wiki/UCF_Knights_football,Rick Stockstill,Q7331777,UCF,AHC/WR,,AHC/WR,"['AHC', 'WR']","['1985', '1988']"
Coaching career (HC unless noted),1989–1992,Clemson (QB),Clemson Tigers football,/wiki/Clemson_Tigers_football,Rick Stockstill,Q7331777,Clemson,QB,,QB,['QB'],"['1989', '1992']"
Coaching career (HC unless noted),1993,Clemson (PGC/QB),,,Rick Stockstill,Q7331777,Clemson,PGC/QB,,PGC/QB,"['PGC', 'QB']",['1993']
Coaching career (HC unless noted),1994–1995,Clemson (co-OC/WR),,,Rick Stockstill,Q7331777,Clemson,co-OC/WR,,co-OC/WR,"['co-OC', 'WR']","['1994', '1995']"
Coaching career (HC unless noted),1996–1998,Clemson (WR),,,Rick Stockstill,Q7331777,Clemson,WR,,WR,['WR'],"['1996', '1998']"
Coaching career (HC unless noted),1999–2002,Clemson (WR/RC),,,Rick Stockstill,Q7331777,Clemson,WR/RC,,WR/RC,"['WR', 'RC']","['1999', '2002']"
Coaching career (HC unless noted),2003,East Carolina (OC/QB),East Carolina Pirates football,/wiki/East_Carolina_Pirates_football,Rick Stockstill,Q7331777,East Carolina,OC/QB,,OC/QB,"['OC', 'QB']",['2003']
Coaching career (HC unless noted),2004,South Carolina (WR/RC),South Carolina Gamecocks football,/wiki/South_Carolina_Gamecocks_football,Rick Stockstill,Q7331777,South Carolina,WR/RC,,WR/RC,"['WR', 'RC']",['2004']
Coaching career (HC unless noted),2005,South Carolina (TE/RC),,,Rick Stockstill,Q7331777,South Carolina,TE/RC,,TE/RC,"['TE', 'RC']",['2005']
Coaching career (HC unless noted),2006–present,Middle Tennessee,Middle Tennessee Blue Raiders football,/wiki/Middle_Tennessee_Blue_Raiders_football,Rick Stockstill,Q7331777,Middle Tennessee,,,HC,['HC'],"['2006', 'present']"
Coaching career (HC unless noted),1985–1987,Pittsburg State (DC),Pittsburg State Gorillas football,/wiki/Pittsburg_State_Gorillas_football,Jerry Kill,Q6183880,Pittsburg State,DC,,DC,['DC'],"['1985', '1987']"
Coaching career (HC unless noted),1985–1987,Pittsburg State (DC),Defensive coordinator,/wiki/Defensive_coordinator,Jerry Kill,Q6183880,Pittsburg State,DC,,DC,['DC'],"['1985', '1987']"
Coaching career (HC unless noted),1988–1990,Webb City HS (MO),Webb City High School (Missouri),/wiki/Webb_City_High_School_(Missouri),Jerry Kill,Q6183880,Webb City HS,MO,,MO,['MO'],"['1988', '1990']"
Coaching career (HC unless noted),1991–1993,Pittsburg State (OC),Offensive coordinator,/wiki/Offensive_coordinator,Jerry Kill,Q6183880,Pittsburg State,OC,,OC,['OC'],"['1991', '1993']"
Coaching career (HC unless noted),1994–1998,Saginaw Valley State,Saginaw Valley State Cardinals football,/wiki/Saginaw_Valley_State_Cardinals_football,Jerry Kill,Q6183880,Saginaw Valley State,,,HC,['HC'],"['1994', '1998']"
Coaching career (HC unless noted),1999–2000,Emporia State,Emporia State Hornets football,/wiki/Emporia_State_Hornets_football,Jerry Kill,Q6183880,Emporia State,,,HC,['HC'],"['1999', '2000']"
Coaching career (HC unless noted),2001–2007,Southern Illinois,Southern Illinois Salukis football,/wiki/Southern_Illinois_Salukis_football,Jerry Kill,Q6183880,Southern Illinois,,,HC,['HC'],"['2001', '2007']"
Coaching career (HC unless noted),2008–2010,Northern Illinois,Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Jerry Kill,Q6183880,Northern Illinois,,,HC,['HC'],"['2008', '2010']"
Coaching career (HC unless noted),2011–2015,Minnesota,Minnesota Golden Gophers football,/wiki/Minnesota_Golden_Gophers_football,Jerry Kill,Q6183880,Minnesota,,,HC,['HC'],"['2011', '2015']"
Coaching career (HC unless noted),2017,Rutgers (OC/QB),Rutgers Scarlet Knights football,/wiki/Rutgers_Scarlet_Knights_football,Jerry Kill,Q6183880,Rutgers,OC/QB,,OC/QB,"['OC', 'QB']",['2017']
Coaching career (HC unless noted),2019,Virginia Tech (asst. to HC),Virginia Tech Hokies football,/wiki/Virginia_Tech_Hokies_football,Jerry Kill,Q6183880,Virginia Tech,asst. to HC,,asst. to HC,['asst. to HC'],['2019']
Coaching career (HC unless noted),2020–2021,TCU (asst. to HC),TCU Horned Frogs football,/wiki/TCU_Horned_Frogs_football,Jerry Kill,Q6183880,TCU,asst. to HC,,asst. to HC,['asst. to HC'],"['2020', '2021']"
Coaching career (HC unless noted),2021,TCU (interim HC),,,Jerry Kill,Q6183880,TCU,interim HC,,interim HC,['interim HC'],['2021']
Coaching career (HC unless noted),2022–present,New Mexico State,New Mexico State Aggies football,/wiki/New_Mexico_State_Aggies_football,Jerry Kill,Q6183880,New Mexico State,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),1981–1982,Amherst (assistant),Amherst Mammoths football,/wiki/Amherst_Mammoths_football,K. C. Keeler,Q14950948,Amherst,assistant,,assistant,['assistant'],"['1981', '1982']"
Coaching career (HC unless noted),1986–1992,Rowan (assistant),Rowan Profs football,/wiki/Rowan_Profs_football,K. C. Keeler,Q14950948,Rowan,assistant,,assistant,['assistant'],"['1986', '1992']"
Coaching career (HC unless noted),1993–2001,Rowan,,,K. C. Keeler,Q14950948,Rowan,,,HC,['HC'],"['1993', '2001']"
Coaching career (HC unless noted),2002–2012,Delaware,Delaware Fightin' Blue Hens football,/wiki/Delaware_Fightin%27_Blue_Hens_football,K. C. Keeler,Q14950948,Delaware,,,HC,['HC'],"['2002', '2012']"
Coaching career (HC unless noted),2014–present,Sam Houston State/Sam Houston,Sam Houston Bearkats football,/wiki/Sam_Houston_Bearkats_football,K. C. Keeler,Q14950948,Sam Houston State/Sam Houston,,,HC,['HC'],"['2014', 'present']"
Coaching career (HC unless noted),1987–1988,Kansas State (GA),Kansas State Wildcats football,/wiki/Kansas_State_Wildcats_football,Dana Dimel,Q5214711,Kansas State,GA,,GA,['GA'],"['1987', '1988']"
Coaching career (HC unless noted),1987–1988,Kansas State (GA),Graduate assistant,/wiki/Graduate_assistant,Dana Dimel,Q5214711,Kansas State,GA,,GA,['GA'],"['1987', '1988']"
Coaching career (HC unless noted),1989–1992,Kansas State (OL),,,Dana Dimel,Q5214711,Kansas State,OL,,OL,['OL'],"['1989', '1992']"
Coaching career (HC unless noted),1993–1994,Kansas State (RGC/OL),,,Dana Dimel,Q5214711,Kansas State,RGC/OL,,RGC/OL,"['RGC', 'OL']","['1993', '1994']"
Coaching career (HC unless noted),1995–1996,Kansas State (OC),,,Dana Dimel,Q5214711,Kansas State,OC,,OC,['OC'],"['1995', '1996']"
Coaching career (HC unless noted),1997–1999,Wyoming,Wyoming Cowboys football,/wiki/Wyoming_Cowboys_football,Dana Dimel,Q5214711,Wyoming,,,HC,['HC'],"['1997', '1999']"
Coaching career (HC unless noted),2000–2002,Houston,Houston Cougars football,/wiki/Houston_Cougars_football,Dana Dimel,Q5214711,Houston,,,HC,['HC'],"['2000', '2002']"
Coaching career (HC unless noted),2005,Kansas State (GA),,,Dana Dimel,Q5214711,Kansas State,GA,,GA,['GA'],['2005']
Coaching career (HC unless noted),2006–2007,Arizona (TE),Arizona Wildcats football,/wiki/Arizona_Wildcats_football,Dana Dimel,Q5214711,Arizona,TE,,TE,['TE'],"['2006', '2007']"
Coaching career (HC unless noted),2008,Arizona (TE/RB),,,Dana Dimel,Q5214711,Arizona,TE/RB,,TE/RB,"['TE', 'RB']",['2008']
Coaching career (HC unless noted),2009–2017,Kansas State (OC/RB/TE),,,Dana Dimel,Q5214711,Kansas State,OC/RB/TE,,OC/RB/TE,"['OC', 'RB', 'TE']","['2009', '2017']"
Coaching career (HC unless noted),2018–present,UTEP,UTEP Miners football,/wiki/UTEP_Miners_football,Dana Dimel,Q5214711,UTEP,,,HC,['HC'],"['2018', 'present']"
Coaching career (HC unless noted),2000,Hawaii (GA),Hawaii Rainbow Warriors football,/wiki/Hawaii_Rainbow_Warriors_football,Tyson Helton,Q45223379,Hawaii,GA,,GA,['GA'],['2000']
Coaching career (HC unless noted),2000,Hawaii (GA),Graduate assistant,/wiki/Graduate_assistant,Tyson Helton,Q45223379,Hawaii,GA,,GA,['GA'],['2000']
Coaching career (HC unless noted),2001–2003,Hawaii (ST/TE),,,Tyson Helton,Q45223379,Hawaii,ST/TE,,ST/TE,"['ST', 'TE']","['2001', '2003']"
Coaching career (HC unless noted),2004–2006,Memphis (ST/TE),Memphis Tigers football,/wiki/Memphis_Tigers_football,Tyson Helton,Q45223379,Memphis,ST/TE,,ST/TE,"['ST', 'TE']","['2004', '2006']"
Coaching career (HC unless noted),2007–2011,UAB (QB),UAB Blazers football,/wiki/UAB_Blazers_football,Tyson Helton,Q45223379,UAB,QB,,QB,['QB'],"['2007', '2011']"
Coaching career (HC unless noted),2012,UAB (RB),,,Tyson Helton,Q45223379,UAB,RB,,RB,['RB'],['2012']
Coaching career (HC unless noted),2013,Cincinnati (ST/TE),Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Tyson Helton,Q45223379,Cincinnati,ST/TE,,ST/TE,"['ST', 'TE']",['2013']
Coaching career (HC unless noted),2014–2015,Western Kentucky (OC/QB),Western Kentucky Hilltoppers football,/wiki/Western_Kentucky_Hilltoppers_football,Tyson Helton,Q45223379,Western Kentucky,OC/QB,,OC/QB,"['OC', 'QB']","['2014', '2015']"
Coaching career (HC unless noted),2014–2015,Western Kentucky (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Tyson Helton,Q45223379,Western Kentucky,OC/QB,,OC/QB,"['OC', 'QB']","['2014', '2015']"
Coaching career (HC unless noted),2016–2017,USC (PGC/QB),USC Trojans football,/wiki/USC_Trojans_football,Tyson Helton,Q45223379,USC,PGC/QB,,PGC/QB,"['PGC', 'QB']","['2016', '2017']"
Coaching career (HC unless noted),2018,Tennessee (OC/QB),Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Tyson Helton,Q45223379,Tennessee,OC/QB,,OC/QB,"['OC', 'QB']",['2018']
Coaching career (HC unless noted),2019–present,Western Kentucky,,,Tyson Helton,Q45223379,Western Kentucky,,,HC,['HC'],"['2019', 'present']"
Coaching career (HC unless noted),1989–1990,Hawaii (GA),Hawaii Warriors football,/wiki/Hawaii_Warriors_football,Jeff Monken,Q6174537,Hawaii,GA,,GA,['GA'],"['1989', '1990']"
Coaching career (HC unless noted),1989–1990,Hawaii (GA),Graduate assistant,/wiki/Graduate_assistant,Jeff Monken,Q6174537,Hawaii,GA,,GA,['GA'],"['1989', '1990']"
Coaching career (HC unless noted),1991,Arizona State (GA),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Jeff Monken,Q6174537,Arizona State,GA,,GA,['GA'],['1991']
Coaching career (HC unless noted),1992–1994,Buffalo (WR/TE/RC),Buffalo Bulls football,/wiki/Buffalo_Bulls_football,Jeff Monken,Q6174537,Buffalo,WR/TE/RC,,WR/TE/RC,"['WR', 'TE', 'RC']","['1992', '1994']"
Coaching career (HC unless noted),1995,Morton HS (IL),J. Sterling Morton High School District 201,/wiki/J._Sterling_Morton_High_School_District_201,Jeff Monken,Q6174537,Morton HS,IL,,IL,['IL'],['1995']
Coaching career (HC unless noted),1996,Concordia (IL) (OL),Concordia Cougars football,/wiki/Concordia_Cougars_football,Jeff Monken,Q6174537,Concordia,IL ,OL,OL,['OL'],['1996']
Coaching career (HC unless noted),1997–2001,Georgia Southern (RB),Georgia Southern Eagles football,/wiki/Georgia_Southern_Eagles_football,Jeff Monken,Q6174537,Georgia Southern,RB,,RB,['RB'],"['1997', '2001']"
Coaching career (HC unless noted),2002–2005,Navy (RB),Navy Midshipmen football,/wiki/Navy_Midshipmen_football,Jeff Monken,Q6174537,Navy,RB,,RB,['RB'],"['2002', '2005']"
Coaching career (HC unless noted),2006–2007,Navy (ST/RB),,,Jeff Monken,Q6174537,Navy,ST/RB,,ST/RB,"['ST', 'RB']","['2006', '2007']"
Coaching career (HC unless noted),2008–2009,Georgia Tech (ST/RB),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Jeff Monken,Q6174537,Georgia Tech,ST/RB,,ST/RB,"['ST', 'RB']","['2008', '2009']"
Coaching career (HC unless noted),2010–2013,Georgia Southern,,,Jeff Monken,Q6174537,Georgia Southern,,,HC,['HC'],"['2010', '2013']"
Coaching career (HC unless noted),2014–present,Army,Army Black Knights football,/wiki/Army_Black_Knights_football,Jeff Monken,Q6174537,Army,,,HC,['HC'],"['2014', 'present']"
Coaching career (HC unless noted),1984,Washington (GA),Graduate assistant,/wiki/Graduate_assistant,Jim L. Mora,Q6196230,Washington,GA,,GA,['GA'],['1984']
Coaching career (HC unless noted),1985,San Diego Chargers (defensive QC),San Diego Chargers,/wiki/San_Diego_Chargers,Jim L. Mora,Q6196230,San Diego Chargers,defensive QC,,defensive QC,['defensive QC'],['1985']
Coaching career (HC unless noted),1986–1988,San Diego Chargers (assistant DB),San Diego Chargers,/wiki/San_Diego_Chargers,Jim L. Mora,Q6196230,San Diego Chargers,assistant DB,,assistant DB,['assistant DB'],"['1986', '1988']"
Coaching career (HC unless noted),1989–1991,San Diego Chargers (DB),,,Jim L. Mora,Q6196230,San Diego Chargers,DB,,DB,['DB'],"['1989', '1991']"
Coaching career (HC unless noted),1992–1996,New Orleans Saints (DB),New Orleans Saints,/wiki/New_Orleans_Saints,Jim L. Mora,Q6196230,New Orleans Saints,DB,,DB,['DB'],"['1992', '1996']"
Coaching career (HC unless noted),1997–1998,San Francisco 49ers (DB),San Francisco 49ers,/wiki/San_Francisco_49ers,Jim L. Mora,Q6196230,San Francisco 49ers,DB,,DB,['DB'],"['1997', '1998']"
Coaching career (HC unless noted),1999–2003,San Francisco 49ers (DC),Defensive coordinator,/wiki/Defensive_coordinator,Jim L. Mora,Q6196230,San Francisco 49ers,DC,,DC,['DC'],"['1999', '2003']"
Coaching career (HC unless noted),2004–2006,Atlanta Falcons,Atlanta Falcons,/wiki/Atlanta_Falcons,Jim L. Mora,Q6196230,Atlanta Falcons,,,HC,['HC'],"['2004', '2006']"
Coaching career (HC unless noted),2007–2008,Seattle Seahawks (AHC/DB),Seattle Seahawks,/wiki/Seattle_Seahawks,Jim L. Mora,Q6196230,Seattle Seahawks,AHC/DB,,AHC/DB,"['AHC', 'DB']","['2007', '2008']"
Coaching career (HC unless noted),2009,Seattle Seahawks,,,Jim L. Mora,Q6196230,Seattle Seahawks,,,HC,['HC'],['2009']
Coaching career (HC unless noted),2012–2017,UCLA,UCLA Bruins football,/wiki/UCLA_Bruins_football,Jim L. Mora,Q6196230,UCLA,,,HC,['HC'],"['2012', '2017']"
Coaching career (HC unless noted),2021,UConn (OA),UConn Huskies football,/wiki/UConn_Huskies_football,Jim L. Mora,Q6196230,UConn,OA,,OA,['OA'],['2021']
Coaching career (HC unless noted),2022–present,UConn,,,Jim L. Mora,Q6196230,UConn,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),1998–1999,Pittsburgh (GA),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Joe Moorhead,Q6211426,Pittsburgh,GA,,GA,['GA'],"['1998', '1999']"
Coaching career (HC unless noted),1998–1999,Pittsburgh (GA),Graduate assistant,/wiki/Graduate_assistant,Joe Moorhead,Q6211426,Pittsburgh,GA,,GA,['GA'],"['1998', '1999']"
Coaching career (HC unless noted),2000,Georgetown (RB),Georgetown Hoyas football,/wiki/Georgetown_Hoyas_football,Joe Moorhead,Q6211426,Georgetown,RB,,RB,['RB'],['2000']
Coaching career (HC unless noted),2001–2002,Georgetown (QB),,,Joe Moorhead,Q6211426,Georgetown,QB,,QB,['QB'],"['2001', '2002']"
Coaching career (HC unless noted),2003,Georgetown (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Joe Moorhead,Q6211426,Georgetown,OC/QB,,OC/QB,"['OC', 'QB']",['2003']
Coaching career (HC unless noted),2004,Akron (WR/RC),Akron Zips football,/wiki/Akron_Zips_football,Joe Moorhead,Q6211426,Akron,WR/RC,,WR/RC,"['WR', 'RC']",['2004']
Coaching career (HC unless noted),2005,Akron (AHC/PGC/WR/RC),,,Joe Moorhead,Q6211426,Akron,AHC/PGC/WR/RC,,AHC/PGC/WR/RC,"['AHC', 'PGC', 'WR', 'RC']",['2005']
Coaching career (HC unless noted),2006–2008,Akron (OC/QB),,,Joe Moorhead,Q6211426,Akron,OC/QB,,OC/QB,"['OC', 'QB']","['2006', '2008']"
Coaching career (HC unless noted),2009–2010,Connecticut (OC/QB),UConn Huskies football,/wiki/UConn_Huskies_football,Joe Moorhead,Q6211426,Connecticut,OC/QB,,OC/QB,"['OC', 'QB']","['2009', '2010']"
Coaching career (HC unless noted),2011,Connecticut (QB),,,Joe Moorhead,Q6211426,Connecticut,QB,,QB,['QB'],['2011']
Coaching career (HC unless noted),2012–2015,Fordham,Fordham Rams football,/wiki/Fordham_Rams_football,Joe Moorhead,Q6211426,Fordham,,,HC,['HC'],"['2012', '2015']"
Coaching career (HC unless noted),2016–2017,Penn State (OC/QB),Penn State Nittany Lions football,/wiki/Penn_State_Nittany_Lions_football,Joe Moorhead,Q6211426,Penn State,OC/QB,,OC/QB,"['OC', 'QB']","['2016', '2017']"
Coaching career (HC unless noted),2018–2019,Mississippi State,Mississippi State Bulldogs football,/wiki/Mississippi_State_Bulldogs_football,Joe Moorhead,Q6211426,Mississippi State,,,HC,['HC'],"['2018', '2019']"
Coaching career (HC unless noted),2020–2021,Oregon (OC/QB),Oregon Ducks football,/wiki/Oregon_Ducks_football,Joe Moorhead,Q6211426,Oregon,OC/QB,,OC/QB,"['OC', 'QB']","['2020', '2021']"
Coaching career (HC unless noted),2022–present,Akron,,,Joe Moorhead,Q6211426,Akron,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),1996–1997,Michigan (SA),Michigan Wolverines football,/wiki/Michigan_Wolverines_football,Scot Loeffler,Q7435471,Michigan,SA,,SA,['SA'],"['1996', '1997']"
Coaching career (HC unless noted),1998–1999,Michigan (GA),Graduate assistant,/wiki/Graduate_assistant,Scot Loeffler,Q7435471,Michigan,GA,,GA,['GA'],"['1998', '1999']"
Coaching career (HC unless noted),2000–2001,Central Michigan (QB),Central Michigan Chippewas football,/wiki/Central_Michigan_Chippewas_football,Scot Loeffler,Q7435471,Central Michigan,QB,,QB,['QB'],"['2000', '2001']"
Coaching career (HC unless noted),2002–2007,Michigan (QB),,,Scot Loeffler,Q7435471,Michigan,QB,,QB,['QB'],"['2002', '2007']"
Coaching career (HC unless noted),2008,Detroit Lions (QB),Detroit Lions,/wiki/Detroit_Lions,Scot Loeffler,Q7435471,Detroit Lions,QB,,QB,['QB'],['2008']
Coaching career (HC unless noted),2009–2010,Florida (QB),Florida Gators football,/wiki/Florida_Gators_football,Scot Loeffler,Q7435471,Florida,QB,,QB,['QB'],"['2009', '2010']"
Coaching career (HC unless noted),2011,Temple (OC/QB),Temple Owls football,/wiki/Temple_Owls_football,Scot Loeffler,Q7435471,Temple,OC/QB,,OC/QB,"['OC', 'QB']",['2011']
Coaching career (HC unless noted),2011,Temple (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Scot Loeffler,Q7435471,Temple,OC/QB,,OC/QB,"['OC', 'QB']",['2011']
Coaching career (HC unless noted),2012,Auburn (OC/QB),Auburn Tigers football,/wiki/Auburn_Tigers_football,Scot Loeffler,Q7435471,Auburn,OC/QB,,OC/QB,"['OC', 'QB']",['2012']
Coaching career (HC unless noted),2013–2015,Virginia Tech (OC/QB),Virginia Tech Hokies football,/wiki/Virginia_Tech_Hokies_football,Scot Loeffler,Q7435471,Virginia Tech,OC/QB,,OC/QB,"['OC', 'QB']","['2013', '2015']"
Coaching career (HC unless noted),2016–2018,Boston College (OC/QB),Boston College Eagles football,/wiki/Boston_College_Eagles_football,Scot Loeffler,Q7435471,Boston College,OC/QB,,OC/QB,"['OC', 'QB']","['2016', '2018']"
Coaching career (HC unless noted),2019–present,Bowling Green,Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Scot Loeffler,Q7435471,Bowling Green,,,HC,['HC'],"['2019', 'present']"
Coaching career (HC unless noted),1985–1986,Eastern Washington (GA),Eastern Washington Eagles football,/wiki/Eastern_Washington_Eagles_football,Jim McElwain,Q6196807,Eastern Washington,GA,,GA,['GA'],"['1985', '1986']"
Coaching career (HC unless noted),1985–1986,Eastern Washington (GA),Graduate assistant,/wiki/Graduate_assistant,Jim McElwain,Q6196807,Eastern Washington,GA,,GA,['GA'],"['1985', '1986']"
Coaching career (HC unless noted),1987–1994,Eastern Washington (QB/WR),,,Jim McElwain,Q6196807,Eastern Washington,QB/WR,,QB/WR,"['QB', 'WR']","['1987', '1994']"
Coaching career (HC unless noted),1995–1999,Montana State (OC/WR/ST),Montana State Bobcats football,/wiki/Montana_State_Bobcats_football,Jim McElwain,Q6196807,Montana State,OC/WR/ST,,OC/WR/ST,"['OC', 'WR', 'ST']","['1995', '1999']"
Coaching career (HC unless noted),1995–1999,Montana State (OC/WR/ST),Offensive coordinator,/wiki/Offensive_coordinator,Jim McElwain,Q6196807,Montana State,OC/WR/ST,,OC/WR/ST,"['OC', 'WR', 'ST']","['1995', '1999']"
Coaching career (HC unless noted),2000–2002,Louisville (WR/ST),Louisville Cardinals football,/wiki/Louisville_Cardinals_football,Jim McElwain,Q6196807,Louisville,WR/ST,,WR/ST,"['WR', 'ST']","['2000', '2002']"
Coaching career (HC unless noted),2003–2005,Michigan State (AHC/WR/ST),Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Jim McElwain,Q6196807,Michigan State,AHC/WR/ST,,AHC/WR/ST,"['AHC', 'WR', 'ST']","['2003', '2005']"
Coaching career (HC unless noted),2006,Oakland Raiders (QB),Oakland Raiders,/wiki/Oakland_Raiders,Jim McElwain,Q6196807,Oakland Raiders,QB,,QB,['QB'],['2006']
Coaching career (HC unless noted),2007,Fresno State (OC/QB),Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Jim McElwain,Q6196807,Fresno State,OC/QB,,OC/QB,"['OC', 'QB']",['2007']
Coaching career (HC unless noted),2008–2011,Alabama (OC/QB),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Jim McElwain,Q6196807,Alabama,OC/QB,,OC/QB,"['OC', 'QB']","['2008', '2011']"
Coaching career (HC unless noted),2012–2014,Colorado State,Colorado State Rams football,/wiki/Colorado_State_Rams_football,Jim McElwain,Q6196807,Colorado State,,,HC,['HC'],"['2012', '2014']"
Coaching career (HC unless noted),2015–2017,Florida,Florida Gators football,/wiki/Florida_Gators_football,Jim McElwain,Q6196807,Florida,,,HC,['HC'],"['2015', '2017']"
Coaching career (HC unless noted),2018,Michigan (WR),Michigan Wolverines football,/wiki/Michigan_Wolverines_football,Jim McElwain,Q6196807,Michigan,WR,,WR,['WR'],['2018']
Coaching career (HC unless noted),2019–present,Central Michigan,Central Michigan Chippewas football,/wiki/Central_Michigan_Chippewas_football,Jim McElwain,Q6196807,Central Michigan,,,HC,['HC'],"['2019', 'present']"
Coaching career (HC unless noted),1991–1992,Concordia (IL) (OC),Concordia Cougars football,/wiki/Concordia_Cougars_football,Chris Creighton,Q5106302,Concordia,IL ,OC,OC,['OC'],"['1991', '1992']"
Coaching career (HC unless noted),1991–1992,Concordia (IL) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Chris Creighton,Q5106302,Concordia,IL ,OC,OC,['OC'],"['1991', '1992']"
Coaching career (HC unless noted),1993,Limhamn Griffins,,,Chris Creighton,Q5106302,Limhamn Griffins,,,HC,['HC'],['1993']
Coaching career (HC unless noted),1993–1996,Manchester (IN) (OC),Manchester Spartans football,/wiki/Manchester_Spartans_football,Chris Creighton,Q5106302,Manchester,IN ,OC,OC,['OC'],"['1993', '1996']"
Coaching career (HC unless noted),1997–2000,Ottawa (KS),Ottawa Braves football,/wiki/Ottawa_Braves_football,Chris Creighton,Q5106302,Ottawa,KS,,KS,['KS'],"['1997', '2000']"
Coaching career (HC unless noted),2001–2007,Wabash,Wabash Little Giants football,/wiki/Wabash_Little_Giants_football,Chris Creighton,Q5106302,Wabash,,,HC,['HC'],"['2001', '2007']"
Coaching career (HC unless noted),2008–2013,Drake,Drake Bulldogs football,/wiki/Drake_Bulldogs_football,Chris Creighton,Q5106302,Drake,,,HC,['HC'],"['2008', '2013']"
Coaching career (HC unless noted),2014–present,Eastern Michigan,Eastern Michigan Eagles football,/wiki/Eastern_Michigan_Eagles_football,Chris Creighton,Q5106302,Eastern Michigan,,,HC,['HC'],"['2014', 'present']"
Coaching career (HC unless noted),2007,Millersville (RB),Millersville Marauders football,/wiki/Millersville_Marauders_football,Kenni Burns,Q115698994,Millersville,RB,,RB,['RB'],['2007']
Coaching career (HC unless noted),2008–2009,Southern Illinois (TE),Southern Illinois Salukis football,/wiki/Southern_Illinois_Salukis_football,Kenni Burns,Q115698994,Southern Illinois,TE,,TE,['TE'],"['2008', '2009']"
Coaching career (HC unless noted),2010–2013,North Dakota State (WR),North Dakota State Bison football,/wiki/North_Dakota_State_Bison_football,Kenni Burns,Q115698994,North Dakota State,WR,,WR,['WR'],"['2010', '2013']"
Coaching career (HC unless noted),2014,Wyoming (WR),Wyoming Cowboys football,/wiki/Wyoming_Cowboys_football,Kenni Burns,Q115698994,Wyoming,WR,,WR,['WR'],['2014']
Coaching career (HC unless noted),2016,Western Michigan (RB),Western Michigan Broncos football,/wiki/Western_Michigan_Broncos_football,Kenni Burns,Q115698994,Western Michigan,RB,,RB,['RB'],['2016']
Coaching career (HC unless noted),2017–2018,Minnesota (RB),Minnesota Golden Gophers football,/wiki/Minnesota_Golden_Gophers_football,Kenni Burns,Q115698994,Minnesota,RB,,RB,['RB'],"['2017', '2018']"
Coaching career (HC unless noted),2019–2022,Minnesota (AHC/RB),,,Kenni Burns,Q115698994,Minnesota,AHC/RB,,AHC/RB,"['AHC', 'RB']","['2019', '2022']"
Coaching career (HC unless noted),2023–present,Kent State,Kent State Golden Flashes football,/wiki/Kent_State_Golden_Flashes_football,Kenni Burns,Q115698994,Kent State,,,HC,['HC'],"['2023', 'present']"
Coaching career (HC unless noted),1992–1993,Mankato State (GA),Minnesota State–Mankato Mavericks football,/wiki/Minnesota_State%E2%80%93Mankato_Mavericks_football,Chuck Martin,Q5115606,Mankato State,GA,,GA,['GA'],"['1992', '1993']"
Coaching career (HC unless noted),1992–1993,Mankato State (GA),Graduate assistant,/wiki/Graduate_assistant,Chuck Martin,Q5115606,Mankato State,GA,,GA,['GA'],"['1992', '1993']"
Coaching career (HC unless noted),1994–1995,Wittenberg (LB),Wittenberg Tigers football,/wiki/Wittenberg_Tigers_football,Chuck Martin,Q5115606,Wittenberg,LB,,LB,['LB'],"['1994', '1995']"
Coaching career (HC unless noted),1996–1997,Millikin (DC/DB),Millikin Big Blue football,/wiki/Millikin_Big_Blue_football,Chuck Martin,Q5115606,Millikin,DC/DB,,DC/DB,"['DC', 'DB']","['1996', '1997']"
Coaching career (HC unless noted),1996–1997,Millikin (DC/DB),Defensive coordinator,/wiki/Defensive_coordinator,Chuck Martin,Q5115606,Millikin,DC/DB,,DC/DB,"['DC', 'DB']","['1996', '1997']"
Coaching career (HC unless noted),1998–1999,Eastern Michigan (LB),Eastern Michigan Eagles football,/wiki/Eastern_Michigan_Eagles_football,Chuck Martin,Q5115606,Eastern Michigan,LB,,LB,['LB'],"['1998', '1999']"
