,i_header,i_label,i_data,title,link,coach_name,id
6,Playing career,Position(s),Linebacker,Linebacker,/wiki/Linebacker,K. C. Keeler,Q14950948
7,Coaching career (HC unless noted),1981–1982,Amherst (assistant),Amherst Mammoths football,/wiki/Amherst_Mammoths_football,K. C. Keeler,Q14950948
8,Coaching career (HC unless noted),1986–1992,Rowan (assistant),Rowan Profs football,/wiki/Rowan_Profs_football,K. C. Keeler,Q14950948
9,Coaching career (HC unless noted),1993–2001,Rowan,,,K. C. Keeler,Q14950948
10,Coaching career (HC unless noted),2002–2012,Delaware,Delaware Fightin' Blue Hens football,/wiki/Delaware_Fightin%27_Blue_Hens_football,K. C. Keeler,Q14950948
11,Coaching career (HC unless noted),2014–present,Sam Houston State/Sam Houston,Sam Houston Bearkats football,/wiki/Sam_Houston_Bearkats_football,K. C. Keeler,Q14950948
5,Biographical details,Born," (1962-10-09) October 9, 1962 (age 60)Columbus, Ohio, U.S.","Columbus, Ohio","/wiki/Columbus,_Ohio",Dana Dimel,Q5214711
6,Playing career,1984–1986,Kansas State,Kansas State Wildcats football,/wiki/Kansas_State_Wildcats_football,Dana Dimel,Q5214711
7,Playing career,Position(s),Tackle,Tackle (gridiron football position),/wiki/Tackle_(gridiron_football_position),Dana Dimel,Q5214711
8,Coaching career (HC unless noted),1987–1988,Kansas State (GA),Kansas State Wildcats football,/wiki/Kansas_State_Wildcats_football,Dana Dimel,Q5214711
9,Coaching career (HC unless noted),1987–1988,Kansas State (GA),Graduate assistant,/wiki/Graduate_assistant,Dana Dimel,Q5214711
10,Coaching career (HC unless noted),1989–1992,Kansas State (OL),,,Dana Dimel,Q5214711
11,Coaching career (HC unless noted),1993–1994,Kansas State (RGC/OL),,,Dana Dimel,Q5214711
12,Coaching career (HC unless noted),1995–1996,Kansas State (OC),,,Dana Dimel,Q5214711
13,Coaching career (HC unless noted),1997–1999,Wyoming,Wyoming Cowboys football,/wiki/Wyoming_Cowboys_football,Dana Dimel,Q5214711
14,Coaching career (HC unless noted),2000–2002,Houston,Houston Cougars football,/wiki/Houston_Cougars_football,Dana Dimel,Q5214711
15,Coaching career (HC unless noted),2005,Kansas State (GA),,,Dana Dimel,Q5214711
16,Coaching career (HC unless noted),2006–2007,Arizona (TE),Arizona Wildcats football,/wiki/Arizona_Wildcats_football,Dana Dimel,Q5214711
17,Coaching career (HC unless noted),2008,Arizona (TE/RB),,,Dana Dimel,Q5214711
18,Coaching career (HC unless noted),2009–2017,Kansas State (OC/RB/TE),,,Dana Dimel,Q5214711
19,Coaching career (HC unless noted),2018–present,UTEP,UTEP Miners football,/wiki/UTEP_Miners_football,Dana Dimel,Q5214711
4,Biographical details,Born," (1977-06-20) June 20, 1977 (age 46)Gainesville, Florida, U.S.","Gainesville, Florida","/wiki/Gainesville,_Florida",Tyson Helton,Q45223379
5,Playing career,1996–1999,Houston,Houston Cougars football,/wiki/Houston_Cougars_football,Tyson Helton,Q45223379
6,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Tyson Helton,Q45223379
7,Coaching career (HC unless noted),2000,Hawaii (GA),Hawaii Rainbow Warriors football,/wiki/Hawaii_Rainbow_Warriors_football,Tyson Helton,Q45223379
8,Coaching career (HC unless noted),2000,Hawaii (GA),Graduate assistant,/wiki/Graduate_assistant,Tyson Helton,Q45223379
9,Coaching career (HC unless noted),2001–2003,Hawaii (ST/TE),,,Tyson Helton,Q45223379
10,Coaching career (HC unless noted),2004–2006,Memphis (ST/TE),Memphis Tigers football,/wiki/Memphis_Tigers_football,Tyson Helton,Q45223379
11,Coaching career (HC unless noted),2007–2011,UAB (QB),UAB Blazers football,/wiki/UAB_Blazers_football,Tyson Helton,Q45223379
12,Coaching career (HC unless noted),2012,UAB (RB),,,Tyson Helton,Q45223379
13,Coaching career (HC unless noted),2013,Cincinnati (ST/TE),Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Tyson Helton,Q45223379
14,Coaching career (HC unless noted),2014–2015,Western Kentucky (OC/QB),Western Kentucky Hilltoppers football,/wiki/Western_Kentucky_Hilltoppers_football,Tyson Helton,Q45223379
15,Coaching career (HC unless noted),2014–2015,Western Kentucky (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Tyson Helton,Q45223379
16,Coaching career (HC unless noted),2016–2017,USC (PGC/QB),USC Trojans football,/wiki/USC_Trojans_football,Tyson Helton,Q45223379
17,Coaching career (HC unless noted),2018,Tennessee (OC/QB),Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Tyson Helton,Q45223379
18,Coaching career (HC unless noted),2019–present,Western Kentucky,,,Tyson Helton,Q45223379
4,Biographical details,Born," (1967-04-15) April 15, 1967 (age 56)Peoria, Illinois, U.S.","Peoria, Illinois","/wiki/Peoria,_Illinois",Jeff Monken,Q6174537
5,Playing career,1985–1988,Millikin,Millikin Big Blue football,/wiki/Millikin_Big_Blue_football,Jeff Monken,Q6174537
6,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Jeff Monken,Q6174537
7,Coaching career (HC unless noted),1989–1990,Hawaii (GA),Hawaii Warriors football,/wiki/Hawaii_Warriors_football,Jeff Monken,Q6174537
8,Coaching career (HC unless noted),1989–1990,Hawaii (GA),Graduate assistant,/wiki/Graduate_assistant,Jeff Monken,Q6174537
9,Coaching career (HC unless noted),1991,Arizona State (GA),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Jeff Monken,Q6174537
10,Coaching career (HC unless noted),1992–1994,Buffalo (WR/TE/RC),Buffalo Bulls football,/wiki/Buffalo_Bulls_football,Jeff Monken,Q6174537
11,Coaching career (HC unless noted),1995,Morton HS (IL),J. Sterling Morton High School District 201,/wiki/J._Sterling_Morton_High_School_District_201,Jeff Monken,Q6174537
12,Coaching career (HC unless noted),1996,Concordia (IL) (OL),Concordia Cougars football,/wiki/Concordia_Cougars_football,Jeff Monken,Q6174537
13,Coaching career (HC unless noted),1997–2001,Georgia Southern (RB),Georgia Southern Eagles football,/wiki/Georgia_Southern_Eagles_football,Jeff Monken,Q6174537
14,Coaching career (HC unless noted),2002–2005,Navy (RB),Navy Midshipmen football,/wiki/Navy_Midshipmen_football,Jeff Monken,Q6174537
15,Coaching career (HC unless noted),2006–2007,Navy (ST/RB),,,Jeff Monken,Q6174537
16,Coaching career (HC unless noted),2008–2009,Georgia Tech (ST/RB),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Jeff Monken,Q6174537
17,Coaching career (HC unless noted),2010–2013,Georgia Southern,,,Jeff Monken,Q6174537
18,Coaching career (HC unless noted),2014–present,Army,Army Black Knights football,/wiki/Army_Black_Knights_football,Jeff Monken,Q6174537
1,Personal information,Born:," (1986-01-10) January 10, 1986 (age 37)Dayton, Ohio, U.S.","Dayton, Ohio","/wiki/Dayton,_Ohio",Marcus Freeman,Q6758173
4,Career information,High school:,"Wayne(Huber Heights, Ohio)",Wayne High School (Ohio),/wiki/Wayne_High_School_(Ohio),Marcus Freeman,Q6758173
5,Career information,High school:,"Wayne(Huber Heights, Ohio)","Huber Heights, Ohio","/wiki/Huber_Heights,_Ohio",Marcus Freeman,Q6758173
6,Career information,College:,Ohio State,Ohio State Buckeyes football,/wiki/Ohio_State_Buckeyes_football,Marcus Freeman,Q6758173
7,Career information,NFL Draft:,2009 / Round: 5 / Pick: 154,2009 NFL Draft,/wiki/2009_NFL_Draft,Marcus Freeman,Q6758173
5,Biographical details,Born," (1961-11-19) November 19, 1961 (age 61)Los Angeles, California, U.S.",Los Angeles,/wiki/Los_Angeles,Jim L. Mora,Q6196230
6,Playing career,1980–1983,Washington,Washington Huskies football,/wiki/Washington_Huskies_football,Jim L. Mora,Q6196230
7,Playing career,Position(s),"Defensive back, linebacker",Defensive back,/wiki/Defensive_back,Jim L. Mora,Q6196230
8,Playing career,Position(s),"Defensive back, linebacker",Linebacker,/wiki/Linebacker,Jim L. Mora,Q6196230
9,Coaching career (HC unless noted),1984,Washington (GA),Graduate assistant,/wiki/Graduate_assistant,Jim L. Mora,Q6196230
10,Coaching career (HC unless noted),1985,San Diego Chargers (defensive QC),San Diego Chargers,/wiki/San_Diego_Chargers,Jim L. Mora,Q6196230
11,Coaching career (HC unless noted),1986–1988,San Diego Chargers (assistant DB),San Diego Chargers,/wiki/San_Diego_Chargers,Jim L. Mora,Q6196230
12,Coaching career (HC unless noted),1989–1991,San Diego Chargers (DB),,,Jim L. Mora,Q6196230
13,Coaching career (HC unless noted),1992–1996,New Orleans Saints (DB),New Orleans Saints,/wiki/New_Orleans_Saints,Jim L. Mora,Q6196230
14,Coaching career (HC unless noted),1997–1998,San Francisco 49ers (DB),San Francisco 49ers,/wiki/San_Francisco_49ers,Jim L. Mora,Q6196230
15,Coaching career (HC unless noted),1999–2003,San Francisco 49ers (DC),Defensive coordinator,/wiki/Defensive_coordinator,Jim L. Mora,Q6196230
16,Coaching career (HC unless noted),2004–2006,Atlanta Falcons,Atlanta Falcons,/wiki/Atlanta_Falcons,Jim L. Mora,Q6196230
17,Coaching career (HC unless noted),2007–2008,Seattle Seahawks (AHC/DB),Seattle Seahawks,/wiki/Seattle_Seahawks,Jim L. Mora,Q6196230
18,Coaching career (HC unless noted),2009,Seattle Seahawks,,,Jim L. Mora,Q6196230
19,Coaching career (HC unless noted),2012–2017,UCLA,UCLA Bruins football,/wiki/UCLA_Bruins_football,Jim L. Mora,Q6196230
20,Coaching career (HC unless noted),2021,UConn (OA),UConn Huskies football,/wiki/UConn_Huskies_football,Jim L. Mora,Q6196230
21,Coaching career (HC unless noted),2022–present,UConn,,,Jim L. Mora,Q6196230
4,Biographical details,Born," (1955-07-31) July 31, 1955 (age 68)Spencer, Massachusetts, U.S.","Spencer, Massachusetts","/wiki/Spencer,_Massachusetts",Don Brown,Q5292324
5,Football,1973–1976,Norwich,Norwich Cadets football,/wiki/Norwich_Cadets_football,Don Brown,Q5292324
6,Football,Position(s),Fullback,Fullback (gridiron football),/wiki/Fullback_(gridiron_football),Don Brown,Q5292324
7,Football,1977–1982,Hartford HS (VT) (assistant),,,Don Brown,Q5292324
8,Football,1982,Dartmouth (assistant),Dartmouth Big Green football,/wiki/Dartmouth_Big_Green_football,Don Brown,Q5292324
9,Football,1983,Mansfield (DC),Mansfield Mounties football,/wiki/Mansfield_Mounties_football,Don Brown,Q5292324
10,Football,1983,Mansfield (DC),Defensive coordinator,/wiki/Defensive_coordinator,Don Brown,Q5292324
11,Football,1984–1986,Dartmouth (DC),,,Don Brown,Q5292324
12,Football,1987–1992,Yale (DC),Yale Bulldogs football,/wiki/Yale_Bulldogs_football,Don Brown,Q5292324
13,Football,1993–1995,Plymouth State,Plymouth State Panthers football,/wiki/Plymouth_State_Panthers_football,Don Brown,Q5292324
14,Football,1996–1997,Brown (DC),Brown Bears football,/wiki/Brown_Bears_football,Don Brown,Q5292324
15,Football,1998–1999,UMass (DC),UMass Minutemen football,/wiki/UMass_Minutemen_football,Don Brown,Q5292324
16,Football,2000–2003,Northeastern,Northeastern Huskies football,/wiki/Northeastern_Huskies_football,Don Brown,Q5292324
17,Football,2004–2008,UMass,,,Don Brown,Q5292324
18,Football,2009–2010,Maryland (DC/CB),Maryland Terrapins football,/wiki/Maryland_Terrapins_football,Don Brown,Q5292324
19,Football,2011–2012,Connecticut (DC/CB),Connecticut Huskies football,/wiki/Connecticut_Huskies_football,Don Brown,Q5292324
20,Football,2013–2015,Boston College (DC/LB),Boston College Eagles football,/wiki/Boston_College_Eagles_football,Don Brown,Q5292324
21,Football,2016–2020,Michigan (DC),Michigan Wolverines football,/wiki/Michigan_Wolverines_football,Don Brown,Q5292324
22,Football,2021,Arizona (DC),Arizona Wildcats football,/wiki/Arizona_Wildcats_football,Don Brown,Q5292324
23,Football,2022–present,UMass,,,Don Brown,Q5292324
24,Baseball,1992,Yale (interim HC),Yale Bulldogs baseball,/wiki/Yale_Bulldogs_baseball,Don Brown,Q5292324
4,Biographical details,Born," (1973-11-02) November 2, 1973 (age 49)Pittsburgh, Pennsylvania, U.S.",Pittsburgh,/wiki/Pittsburgh,Joe Moorhead,Q6211426
5,Playing career,1992–1995,Fordham,Fordham Rams football,/wiki/Fordham_Rams_football,Joe Moorhead,Q6211426
6,Playing career,1996–1997,Munich Cowboys,Munich Cowboys,/wiki/Munich_Cowboys,Joe Moorhead,Q6211426
7,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Joe Moorhead,Q6211426
8,Coaching career (HC unless noted),1998–1999,Pittsburgh (GA),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Joe Moorhead,Q6211426
9,Coaching career (HC unless noted),1998–1999,Pittsburgh (GA),Graduate assistant,/wiki/Graduate_assistant,Joe Moorhead,Q6211426
10,Coaching career (HC unless noted),2000,Georgetown (RB),Georgetown Hoyas football,/wiki/Georgetown_Hoyas_football,Joe Moorhead,Q6211426
11,Coaching career (HC unless noted),2001–2002,Georgetown (QB),,,Joe Moorhead,Q6211426
12,Coaching career (HC unless noted),2003,Georgetown (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Joe Moorhead,Q6211426
13,Coaching career (HC unless noted),2004,Akron (WR/RC),Akron Zips football,/wiki/Akron_Zips_football,Joe Moorhead,Q6211426
14,Coaching career (HC unless noted),2005,Akron (AHC/PGC/WR/RC),,,Joe Moorhead,Q6211426
15,Coaching career (HC unless noted),2006–2008,Akron (OC/QB),,,Joe Moorhead,Q6211426
16,Coaching career (HC unless noted),2009–2010,Connecticut (OC/QB),UConn Huskies football,/wiki/UConn_Huskies_football,Joe Moorhead,Q6211426
17,Coaching career (HC unless noted),2011,Connecticut (QB),,,Joe Moorhead,Q6211426
18,Coaching career (HC unless noted),2012–2015,Fordham,Fordham Rams football,/wiki/Fordham_Rams_football,Joe Moorhead,Q6211426
19,Coaching career (HC unless noted),2016–2017,Penn State (OC/QB),Penn State Nittany Lions football,/wiki/Penn_State_Nittany_Lions_football,Joe Moorhead,Q6211426
20,Coaching career (HC unless noted),2018–2019,Mississippi State,Mississippi State Bulldogs football,/wiki/Mississippi_State_Bulldogs_football,Joe Moorhead,Q6211426
21,Coaching career (HC unless noted),2020–2021,Oregon (OC/QB),Oregon Ducks football,/wiki/Oregon_Ducks_football,Joe Moorhead,Q6211426
22,Coaching career (HC unless noted),2022–present,Akron,,,Joe Moorhead,Q6211426
1,Personal information,Born:," (1970-12-29) December 29, 1970 (age 52)Indianapolis, Indiana, U.S.",Indianapolis,/wiki/Indianapolis,Mike Neu,Q6848176
4,Career information,High school:,"Perry Meridian(Indianapolis, Indiana)",Perry Meridian High School,/wiki/Perry_Meridian_High_School,Mike Neu,Q6848176
5,Career information,College:,Ball State,Ball State Cardinals football,/wiki/Ball_State_Cardinals_football,Mike Neu,Q6848176
6,Career information,Undrafted:,1994,1994 NFL Draft,/wiki/1994_NFL_Draft#Notable_undrafted_players,Mike Neu,Q6848176
4,Biographical details,Born," (1974-11-01) November 1, 1974 (age 48)Barberton, Ohio, U.S.","Barberton, Ohio","/wiki/Barberton,_Ohio",Scot Loeffler,Q7435471
5,Playing career,1993–1996,Michigan,Michigan Wolverines football,/wiki/Michigan_Wolverines_football,Scot Loeffler,Q7435471
6,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Scot Loeffler,Q7435471
7,Coaching career (HC unless noted),1996–1997,Michigan (SA),Michigan Wolverines football,/wiki/Michigan_Wolverines_football,Scot Loeffler,Q7435471
8,Coaching career (HC unless noted),1998–1999,Michigan (GA),Graduate assistant,/wiki/Graduate_assistant,Scot Loeffler,Q7435471
9,Coaching career (HC unless noted),2000–2001,Central Michigan (QB),Central Michigan Chippewas football,/wiki/Central_Michigan_Chippewas_football,Scot Loeffler,Q7435471
10,Coaching career (HC unless noted),2002–2007,Michigan (QB),,,Scot Loeffler,Q7435471
11,Coaching career (HC unless noted),2008,Detroit Lions (QB),Detroit Lions,/wiki/Detroit_Lions,Scot Loeffler,Q7435471
12,Coaching career (HC unless noted),2009–2010,Florida (QB),Florida Gators football,/wiki/Florida_Gators_football,Scot Loeffler,Q7435471
13,Coaching career (HC unless noted),2011,Temple (OC/QB),Temple Owls football,/wiki/Temple_Owls_football,Scot Loeffler,Q7435471
14,Coaching career (HC unless noted),2011,Temple (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Scot Loeffler,Q7435471
15,Coaching career (HC unless noted),2012,Auburn (OC/QB),Auburn Tigers football,/wiki/Auburn_Tigers_football,Scot Loeffler,Q7435471
16,Coaching career (HC unless noted),2013–2015,Virginia Tech (OC/QB),Virginia Tech Hokies football,/wiki/Virginia_Tech_Hokies_football,Scot Loeffler,Q7435471
17,Coaching career (HC unless noted),2016–2018,Boston College (OC/QB),Boston College Eagles football,/wiki/Boston_College_Eagles_football,Scot Loeffler,Q7435471
18,Coaching career (HC unless noted),2019–present,Bowling Green,Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Scot Loeffler,Q7435471
4,Biographical details,Born," (1984-04-01) April 1, 1984 (age 39)Dallas, Texas, U.S.",Dallas,/wiki/Dallas,Maurice Linguist,Q105443401
5,Playing career,2003–2006,Baylor,Baylor Bears football,/wiki/Baylor_Bears_football,Maurice Linguist,Q105443401
6,Playing career,Position(s),Safety,Safety (gridiron football position),/wiki/Safety_(gridiron_football_position),Maurice Linguist,Q105443401
7,Football,2007,Baylor (GA),Baylor Bears football,/wiki/Baylor_Bears_football,Maurice Linguist,Q105443401
8,Football,2007,Baylor (GA),Graduate assistant,/wiki/Graduate_assistant,Maurice Linguist,Q105443401
9,Football,2008,Valdosta State (DB/ST),Valdosta State Blazers football,/wiki/Valdosta_State_Blazers_football,Maurice Linguist,Q105443401
10,Football,2009–2011,James Madison (S),James Madison Dukes football,/wiki/James_Madison_Dukes_football,Maurice Linguist,Q105443401
11,Football,2012–2013,Buffalo (DB),Buffalo Bulls football,/wiki/Buffalo_Bulls_football,Maurice Linguist,Q105443401
12,Football,2014–2015,Iowa State (DB),Iowa State Cyclones football,/wiki/Iowa_State_Cyclones_football,Maurice Linguist,Q105443401
13,Football,2016,Mississippi State (S),Mississippi State Bulldogs football,/wiki/Mississippi_State_Bulldogs_football,Maurice Linguist,Q105443401
14,Football,2017,Minnesota (DB),Minnesota Golden Gophers football,/wiki/Minnesota_Golden_Gophers_football,Maurice Linguist,Q105443401
15,Football,2018–2019,Texas A&M (CB),Texas A&M Aggies football,/wiki/Texas_A%26M_Aggies_football,Maurice Linguist,Q105443401
16,Football,2020,Dallas Cowboys (DB),Dallas Cowboys,/wiki/Dallas_Cowboys,Maurice Linguist,Q105443401
17,Football,2021–present,Buffalo,,,Maurice Linguist,Q105443401
5,Biographical details,Born," (1962-03-01) March 1, 1962 (age 61)Missoula, Montana, U.S.","Missoula, Montana","/wiki/Missoula,_Montana",Jim McElwain,Q6196807
6,Playing career,1980–1983,Eastern Washington,Eastern Washington Eagles football,/wiki/Eastern_Washington_Eagles_football,Jim McElwain,Q6196807
7,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Jim McElwain,Q6196807
8,Coaching career (HC unless noted),1985–1986,Eastern Washington (GA),Eastern Washington Eagles football,/wiki/Eastern_Washington_Eagles_football,Jim McElwain,Q6196807
9,Coaching career (HC unless noted),1985–1986,Eastern Washington (GA),Graduate assistant,/wiki/Graduate_assistant,Jim McElwain,Q6196807
10,Coaching career (HC unless noted),1987–1994,Eastern Washington (QB/WR),,,Jim McElwain,Q6196807
11,Coaching career (HC unless noted),1995–1999,Montana State (OC/WR/ST),Montana State Bobcats football,/wiki/Montana_State_Bobcats_football,Jim McElwain,Q6196807
12,Coaching career (HC unless noted),1995–1999,Montana State (OC/WR/ST),Offensive coordinator,/wiki/Offensive_coordinator,Jim McElwain,Q6196807
13,Coaching career (HC unless noted),2000–2002,Louisville (WR/ST),Louisville Cardinals football,/wiki/Louisville_Cardinals_football,Jim McElwain,Q6196807
14,Coaching career (HC unless noted),2003–2005,Michigan State (AHC/WR/ST),Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Jim McElwain,Q6196807
15,Coaching career (HC unless noted),2006,Oakland Raiders (QB),Oakland Raiders,/wiki/Oakland_Raiders,Jim McElwain,Q6196807
16,Coaching career (HC unless noted),2007,Fresno State (OC/QB),Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Jim McElwain,Q6196807
17,Coaching career (HC unless noted),2008–2011,Alabama (OC/QB),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Jim McElwain,Q6196807
18,Coaching career (HC unless noted),2012–2014,Colorado State,Colorado State Rams football,/wiki/Colorado_State_Rams_football,Jim McElwain,Q6196807
19,Coaching career (HC unless noted),2015–2017,Florida,Florida Gators football,/wiki/Florida_Gators_football,Jim McElwain,Q6196807
20,Coaching career (HC unless noted),2018,Michigan (WR),Michigan Wolverines football,/wiki/Michigan_Wolverines_football,Jim McElwain,Q6196807
21,Coaching career (HC unless noted),2019–present,Central Michigan,Central Michigan Chippewas football,/wiki/Central_Michigan_Chippewas_football,Jim McElwain,Q6196807
4,Biographical details,Born," (1969-02-07) February 7, 1969 (age 54)San Francisco, California, U.S.",San Francisco,/wiki/San_Francisco,Chris Creighton,Q5106302
5,Biographical details,Alma mater,"
Kenyon College (BA)
Concordia University Chicago (MA)
",Kenyon College,/wiki/Kenyon_College,Chris Creighton,Q5106302
6,Biographical details,Alma mater,"
Kenyon College (BA)
Concordia University Chicago (MA)
",Concordia University Chicago,/wiki/Concordia_University_Chicago,Chris Creighton,Q5106302
7,Playing career,1988–1990,Kenyon,Kenyon Lords football,/wiki/Kenyon_Lords_football,Chris Creighton,Q5106302
8,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Chris Creighton,Q5106302
9,Coaching career (HC unless noted),1991–1992,Concordia (IL) (OC),Concordia Cougars football,/wiki/Concordia_Cougars_football,Chris Creighton,Q5106302
10,Coaching career (HC unless noted),1991–1992,Concordia (IL) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Chris Creighton,Q5106302
11,Coaching career (HC unless noted),1993,Limhamn Griffins,,,Chris Creighton,Q5106302
12,Coaching career (HC unless noted),1993–1996,Manchester (IN) (OC),Manchester Spartans football,/wiki/Manchester_Spartans_football,Chris Creighton,Q5106302
13,Coaching career (HC unless noted),1997–2000,Ottawa (KS),Ottawa Braves football,/wiki/Ottawa_Braves_football,Chris Creighton,Q5106302
14,Coaching career (HC unless noted),2001–2007,Wabash,Wabash Little Giants football,/wiki/Wabash_Little_Giants_football,Chris Creighton,Q5106302
15,Coaching career (HC unless noted),2008–2013,Drake,Drake Bulldogs football,/wiki/Drake_Bulldogs_football,Chris Creighton,Q5106302
16,Coaching career (HC unless noted),2014–present,Eastern Michigan,Eastern Michigan Eagles football,/wiki/Eastern_Michigan_Eagles_football,Chris Creighton,Q5106302
4,Biographical details,Born," (1983-11-24) November 24, 1983 (age 39)Springfield, Illinois, U.S.","Springfield, Illinois","/wiki/Springfield,_Illinois",Kenni Burns,Q115698994
5,Biographical details,Alma mater,Indiana,Indiana,/wiki/Indiana,Kenni Burns,Q115698994
6,Playing career,2003–2006,Indiana,Indiana Hoosiers football,/wiki/Indiana_Hoosiers_football,Kenni Burns,Q115698994
7,Playing career,Position(s),Running back,Running back,/wiki/Running_back,Kenni Burns,Q115698994
8,Coaching career (HC unless noted),2007,Millersville (RB),Millersville Marauders football,/wiki/Millersville_Marauders_football,Kenni Burns,Q115698994
9,Coaching career (HC unless noted),2008–2009,Southern Illinois (TE),Southern Illinois Salukis football,/wiki/Southern_Illinois_Salukis_football,Kenni Burns,Q115698994
10,Coaching career (HC unless noted),2010–2013,North Dakota State (WR),North Dakota State Bison football,/wiki/North_Dakota_State_Bison_football,Kenni Burns,Q115698994
11,Coaching career (HC unless noted),2014,Wyoming (WR),Wyoming Cowboys football,/wiki/Wyoming_Cowboys_football,Kenni Burns,Q115698994
12,Coaching career (HC unless noted),2016,Western Michigan (RB),Western Michigan Broncos football,/wiki/Western_Michigan_Broncos_football,Kenni Burns,Q115698994
13,Coaching career (HC unless noted),2017–2018,Minnesota (RB),Minnesota Golden Gophers football,/wiki/Minnesota_Golden_Gophers_football,Kenni Burns,Q115698994
14,Coaching career (HC unless noted),2019–2022,Minnesota (AHC/RB),,,Kenni Burns,Q115698994
15,Coaching career (HC unless noted),2023–present,Kent State,Kent State Golden Flashes football,/wiki/Kent_State_Golden_Flashes_football,Kenni Burns,Q115698994
4,Biographical details,Born," (1968-01-08) January 8, 1968 (age 55)Park Forest, Illinois, U.S.","Park Forest, Illinois","/wiki/Park_Forest,_Illinois",Chuck Martin,Q5115606
5,Football,1987–1989,Millikin,Millikin Big Blue football,/wiki/Millikin_Big_Blue_football,Chuck Martin,Q5115606
6,Basketball,1986–1990,Millikin,Millikin Big Blue men's basketball,/wiki/Millikin_Big_Blue_men%27s_basketball,Chuck Martin,Q5115606
7,Basketball,Position(s),"Safety, placekicker (football)Guard (basketball)",Safety (gridiron football position),/wiki/Safety_(gridiron_football_position),Chuck Martin,Q5115606
8,Basketball,Position(s),"Safety, placekicker (football)Guard (basketball)",Placekicker,/wiki/Placekicker,Chuck Martin,Q5115606
9,Basketball,Position(s),"Safety, placekicker (football)Guard (basketball)",Guard (basketball),/wiki/Guard_(basketball),Chuck Martin,Q5115606
10,Coaching career (HC unless noted),1992–1993,Mankato State (GA),Minnesota State–Mankato Mavericks football,/wiki/Minnesota_State%E2%80%93Mankato_Mavericks_football,Chuck Martin,Q5115606
11,Coaching career (HC unless noted),1992–1993,Mankato State (GA),Graduate assistant,/wiki/Graduate_assistant,Chuck Martin,Q5115606
12,Coaching career (HC unless noted),1994–1995,Wittenberg (LB),Wittenberg Tigers football,/wiki/Wittenberg_Tigers_football,Chuck Martin,Q5115606
13,Coaching career (HC unless noted),1996–1997,Millikin (DC/DB),Millikin Big Blue football,/wiki/Millikin_Big_Blue_football,Chuck Martin,Q5115606
14,Coaching career (HC unless noted),1996–1997,Millikin (DC/DB),Defensive coordinator,/wiki/Defensive_coordinator,Chuck Martin,Q5115606
15,Coaching career (HC unless noted),1998–1999,Eastern Michigan (LB),Eastern Michigan Eagles football,/wiki/Eastern_Michigan_Eagles_football,Chuck Martin,Q5115606
16,Coaching career (HC unless noted),2000–2002,Grand Valley State (DB/OLB),Grand Valley State Lakers football,/wiki/Grand_Valley_State_Lakers_football,Chuck Martin,Q5115606
17,Coaching career (HC unless noted),2003,Grand Valley State (DC/DB),,,Chuck Martin,Q5115606
18,Coaching career (HC unless noted),2004–2009,Grand Valley State,,,Chuck Martin,Q5115606
19,Coaching career (HC unless noted),2010,Notre Dame (DB/RC),Notre Dame Fighting Irish football,/wiki/Notre_Dame_Fighting_Irish_football,Chuck Martin,Q5115606
20,Coaching career (HC unless noted),2011,Notre Dame (S/RC),,,Chuck Martin,Q5115606
21,Coaching career (HC unless noted),2012–2013,Notre Dame (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Chuck Martin,Q5115606
22,Coaching career (HC unless noted),2014–present,Miami (OH),Miami RedHawks football,/wiki/Miami_RedHawks_football,Chuck Martin,Q5115606
4,Biographical details,Born," (1981-07-07) July 7, 1981 (age 42)Jersey City, New Jersey, U.S.","Jersey City, New Jersey","/wiki/Jersey_City,_New_Jersey",Thomas Hammock,Q7790378
5,Playing career,1999–2002,Northern Illinois,Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Thomas Hammock,Q7790378
6,Playing career,Position(s),Running back,Running back,/wiki/Running_back,Thomas Hammock,Q7790378
7,Coaching career (HC unless noted),2003–2004,Wisconsin (GA),Wisconsin Badgers football,/wiki/Wisconsin_Badgers_football,Thomas Hammock,Q7790378
