,i_header,i_label,i_data,title,link,coach_name,id
15,Coaching career (HC unless noted),2006,Arkansas (OC/WR),Offensive coordinator,/wiki/Offensive_coordinator,Gus Malzahn,Q5620734
16,Coaching career (HC unless noted),2007–2008,Tulsa (AHC/co-OC/QB),Tulsa Golden Hurricane football,/wiki/Tulsa_Golden_Hurricane_football,Gus Malzahn,Q5620734
17,Coaching career (HC unless noted),2007–2008,Tulsa (AHC/co-OC/QB),Head Coach,/wiki/Head_Coach#Roles,Gus Malzahn,Q5620734
18,Coaching career (HC unless noted),2009–2011,Auburn (AHC/OC/QB),Auburn Tigers football,/wiki/Auburn_Tigers_football,Gus Malzahn,Q5620734
19,Coaching career (HC unless noted),2012,Arkansas State,Arkansas State Red Wolves football,/wiki/Arkansas_State_Red_Wolves_football,Gus Malzahn,Q5620734
20,Coaching career (HC unless noted),2013–2020,Auburn,,,Gus Malzahn,Q5620734
21,Coaching career (HC unless noted),2021–present,UCF,UCF Knights football,/wiki/UCF_Knights_football,Gus Malzahn,Q5620734
5,Biographical details,Born," (1980-03-11) March 11, 1980 (age 43)Louisville, Kentucky, U.S.[2]","Louisville, Kentucky","/wiki/Louisville,_Kentucky",Neal Brown,Q6984071
6,Biographical details,Born," (1980-03-11) March 11, 1980 (age 43)Louisville, Kentucky, U.S.[2]",,#cite_note-2,Neal Brown,Q6984071
7,Biographical details,Alma mater,UMass,University of Massachusetts Amherst,/wiki/University_of_Massachusetts_Amherst,Neal Brown,Q6984071
8,Playing career,1998–2000,Kentucky,Kentucky Wildcats football,/wiki/Kentucky_Wildcats_football,Neal Brown,Q6984071
9,Playing career,2001–2002,UMass,UMass Minutemen football,/wiki/UMass_Minutemen_football,Neal Brown,Q6984071
10,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Neal Brown,Q6984071
11,Coaching career (HC unless noted),2003,UMass (TE/AOL),UMass Minutemen football,/wiki/UMass_Minutemen_football,Neal Brown,Q6984071
12,Coaching career (HC unless noted),2004,Sacred Heart (QB/WR),Sacred Heart Pioneers football,/wiki/Sacred_Heart_Pioneers_football,Neal Brown,Q6984071
13,Coaching career (HC unless noted),2005,Delaware (WR),Delaware Fightin' Blue Hens football,/wiki/Delaware_Fightin%27_Blue_Hens_football,Neal Brown,Q6984071
14,Coaching career (HC unless noted),2006–2007,Troy (IWR),Troy Trojans football,/wiki/Troy_Trojans_football,Neal Brown,Q6984071
15,Coaching career (HC unless noted),2008–2009,Troy (OC/QB),,,Neal Brown,Q6984071
16,Coaching career (HC unless noted),2010–2012,Texas Tech (OC/QB),Texas Tech Red Raiders football,/wiki/Texas_Tech_Red_Raiders_football,Neal Brown,Q6984071
17,Coaching career (HC unless noted),2013–2014,Kentucky (OC/QB),,,Neal Brown,Q6984071
18,Coaching career (HC unless noted),2015–2018,Troy,,,Neal Brown,Q6984071
19,Coaching career (HC unless noted),2019–present,West Virginia,West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Neal Brown,Q6984071
5,Biographical details,Born," (1970-01-13) January 13, 1970 (age 53)Silvis, Illinois, U.S.","Silvis, Illinois","/wiki/Silvis,_Illinois",Bret Bielema,Q4961919
6,Playing career,1989–1992,Iowa,Iowa Hawkeyes football,/wiki/Iowa_Hawkeyes_football,Bret Bielema,Q4961919
7,Playing career,1994,Milwaukee Mustangs,Milwaukee Mustangs (1994–2001),/wiki/Milwaukee_Mustangs_(1994%E2%80%932001),Bret Bielema,Q4961919
8,Playing career,Position(s),Nose guard,Nose guard,/wiki/Nose_guard,Bret Bielema,Q4961919
9,Coaching career (HC unless noted),1994–1995,Iowa (GA),Iowa Hawkeyes football,/wiki/Iowa_Hawkeyes_football,Bret Bielema,Q4961919
10,Coaching career (HC unless noted),1994–1995,Iowa (GA),Graduate assistant,/wiki/Graduate_assistant,Bret Bielema,Q4961919
11,Coaching career (HC unless noted),1996–2001,Iowa (LB),,,Bret Bielema,Q4961919
12,Coaching career (HC unless noted),2002–2003,Kansas State (co-DC),Kansas State Wildcats football,/wiki/Kansas_State_Wildcats_football,Bret Bielema,Q4961919
13,Coaching career (HC unless noted),2002–2003,Kansas State (co-DC),Defensive coordinator,/wiki/Defensive_coordinator,Bret Bielema,Q4961919
14,Coaching career (HC unless noted),2004–2005,Wisconsin (DC),Wisconsin Badgers football,/wiki/Wisconsin_Badgers_football,Bret Bielema,Q4961919
15,Coaching career (HC unless noted),2006–2012,Wisconsin,,,Bret Bielema,Q4961919
16,Coaching career (HC unless noted),2013–2017,Arkansas,Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Bret Bielema,Q4961919
17,Coaching career (HC unless noted),2018,New England Patriots (consultant to HC),New England Patriots,/wiki/New_England_Patriots,Bret Bielema,Q4961919
18,Coaching career (HC unless noted),2019,New England Patriots (DL),,,Bret Bielema,Q4961919
19,Coaching career (HC unless noted),2020,New York Giants (OLB),New York Giants,/wiki/New_York_Giants,Bret Bielema,Q4961919
20,Coaching career (HC unless noted),2021–present,Illinois,Illinois Fighting Illini football,/wiki/Illinois_Fighting_Illini_football,Bret Bielema,Q4961919
5,Biographical details,Born," (1970-03-14) March 14, 1970 (age 53)New Castle, Indiana, U.S.","New Castle, Indiana","/wiki/New_Castle,_Indiana",Tom Allen,Q27942281
6,Biographical details,Alma mater,Maranatha Baptist University,Maranatha Baptist University,/wiki/Maranatha_Baptist_University,Tom Allen,Q27942281
7,Coaching career (HC unless noted),1992,Temple Heights HS (FL) (DC),Temple Heights Christian School,/wiki/Temple_Heights_Christian_School,Tom Allen,Q27942281
8,Coaching career (HC unless noted),1992,Temple Heights HS (FL) (DC),Defensive coordinator,/wiki/Defensive_coordinator,Tom Allen,Q27942281
9,Coaching career (HC unless noted),1993,Temple Heights HS (FL) (DC/interim head coach),Defensive coordinator,/wiki/Defensive_coordinator,Tom Allen,Q27942281
10,Coaching career (HC unless noted),1994,Temple Heights HS (FL),,,Tom Allen,Q27942281
11,Coaching career (HC unless noted),1995–1996,Armwood HS (FL) (DC),Armwood High School,/wiki/Armwood_High_School,Tom Allen,Q27942281
12,Coaching career (HC unless noted),1997,Marion HS (IN) (DC),Marion High School (Indiana),/wiki/Marion_High_School_(Indiana),Tom Allen,Q27942281
13,Coaching career (HC unless noted),1998–2003,Ben Davis HS (IN) (DC),Ben Davis High School,/wiki/Ben_Davis_High_School,Tom Allen,Q27942281
14,Coaching career (HC unless noted),2004–2006,Ben Davis HS (IN),,,Tom Allen,Q27942281
15,Coaching career (HC unless noted),2007,Wabash (DB/ST),Wabash Little Giants football,/wiki/Wabash_Little_Giants_football,Tom Allen,Q27942281
16,Coaching career (HC unless noted),2008–2009,Lambuth (AHC/DC/LB),Lambuth Eagles football,/wiki/Lambuth_Eagles_football,Tom Allen,Q27942281
17,Coaching career (HC unless noted),2010,Drake (DC/LB),Drake Bulldogs football,/wiki/Drake_Bulldogs_football,Tom Allen,Q27942281
18,Coaching career (HC unless noted),2011,Arkansas State (AHC),Arkansas State Red Wolves football,/wiki/Arkansas_State_Red_Wolves_football,Tom Allen,Q27942281
19,Coaching career (HC unless noted),2012–2014,Ole Miss (LB/ST),Ole Miss Rebels football,/wiki/Ole_Miss_Rebels_football,Tom Allen,Q27942281
20,Coaching career (HC unless noted),2015,South Florida (DC),South Florida Bulls football,/wiki/South_Florida_Bulls_football,Tom Allen,Q27942281
21,Coaching career (HC unless noted),2016,Indiana (DC),Indiana Hoosiers football,/wiki/Indiana_Hoosiers_football,Tom Allen,Q27942281
22,Coaching career (HC unless noted),2017–present,Indiana,,,Tom Allen,Q27942281
5,Biographical details,Born," (1955-08-01) August 1, 1955 (age 68)Royal Oak, Michigan, U.S.","Royal Oak, Michigan","/wiki/Royal_Oak,_Michigan",Kirk Ferentz,Q6415427
6,Playing career,1974–1976,Connecticut,UConn Huskies football,/wiki/UConn_Huskies_football,Kirk Ferentz,Q6415427
7,Playing career,Position(s),Linebacker,Linebacker,/wiki/Linebacker,Kirk Ferentz,Q6415427
8,Coaching career (HC unless noted),1977,Connecticut (GA),UConn Huskies football,/wiki/UConn_Huskies_football,Kirk Ferentz,Q6415427
9,Coaching career (HC unless noted),1977,Connecticut (GA),Graduate assistant,/wiki/Graduate_assistant,Kirk Ferentz,Q6415427
10,Coaching career (HC unless noted),1978–1979,Worcester Academy (MA) (OL/DC),Worcester Academy,/wiki/Worcester_Academy,Kirk Ferentz,Q6415427
11,Coaching career (HC unless noted),1980,Pittsburgh (GA),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Kirk Ferentz,Q6415427
12,Coaching career (HC unless noted),1981–1989,Iowa (OL),Iowa Hawkeyes football,/wiki/Iowa_Hawkeyes_football,Kirk Ferentz,Q6415427
13,Coaching career (HC unless noted),1990–1992,Maine,Maine Black Bears football,/wiki/Maine_Black_Bears_football,Kirk Ferentz,Q6415427
14,Coaching career (HC unless noted),1993–1995,Cleveland Browns (OL),Cleveland Browns,/wiki/Cleveland_Browns,Kirk Ferentz,Q6415427
15,Coaching career (HC unless noted),1996,Baltimore Ravens (OL),Baltimore Ravens,/wiki/Baltimore_Ravens,Kirk Ferentz,Q6415427
16,Coaching career (HC unless noted),1997–1998,Baltimore Ravens (AHC/OL),Baltimore Ravens,/wiki/Baltimore_Ravens,Kirk Ferentz,Q6415427
17,Coaching career (HC unless noted),1999–present,Iowa,,,Kirk Ferentz,Q6415427
5,Biographical details,Born," (1969-12-25) December 25, 1969 (age 53)Washington, D.C., U.S.","Washington, D.C.","/wiki/Washington,_D.C.",Mike Locksley,Q16205924
6,Playing career,1988–1991,Towson State,Towson Tigers football,/wiki/Towson_Tigers_football,Mike Locksley,Q16205924
7,Playing career,Position(s),Defensive back,Defensive back,/wiki/Defensive_back,Mike Locksley,Q16205924
8,Coaching career (HC unless noted),1992,Towson State (DB/ST),Towson Tigers football,/wiki/Towson_Tigers_football,Mike Locksley,Q16205924
9,Coaching career (HC unless noted),1993,Navy Prep (MD) (DC/DB),Naval Academy Preparatory School,/wiki/Naval_Academy_Preparatory_School,Mike Locksley,Q16205924
10,Coaching career (HC unless noted),1994,Navy Prep (MD) (DC/DL),,,Mike Locksley,Q16205924
11,Coaching career (HC unless noted),1995,Pacific (CA) (OLB),Pacific Tigers football,/wiki/Pacific_Tigers_football,Mike Locksley,Q16205924
12,Coaching career (HC unless noted),1996,Army (WR/TE),Army Black Knights football,/wiki/Army_Black_Knights_football,Mike Locksley,Q16205924
13,Coaching career (HC unless noted),1997,Maryland (RB),Maryland Terrapins football,/wiki/Maryland_Terrapins_football,Mike Locksley,Q16205924
14,Coaching career (HC unless noted),1998–2002,Maryland (RB/RC),,,Mike Locksley,Q16205924
15,Coaching career (HC unless noted),2003–2004,Florida (RB/RC),Florida Gators football,/wiki/Florida_Gators_football,Mike Locksley,Q16205924
16,Coaching career (HC unless noted),2005,Illinois (OC/TE),Illinois Fighting Illini football,/wiki/Illinois_Fighting_Illini_football,Mike Locksley,Q16205924
17,Coaching career (HC unless noted),2005,Illinois (OC/TE),Offensive coordinator,/wiki/Offensive_coordinator,Mike Locksley,Q16205924
18,Coaching career (HC unless noted),2006–2008,Illinois (OC/QB),,,Mike Locksley,Q16205924
19,Coaching career (HC unless noted),2009–2011,New Mexico,New Mexico Lobos football,/wiki/New_Mexico_Lobos_football,Mike Locksley,Q16205924
20,Coaching career (HC unless noted),2012–2015,Maryland (OC/QB),,,Mike Locksley,Q16205924
21,Coaching career (HC unless noted),2015,Maryland (interim HC),,,Mike Locksley,Q16205924
22,Coaching career (HC unless noted),2016,Alabama (OA),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Mike Locksley,Q16205924
23,Coaching career (HC unless noted),2017,Alabama (co-OC/WR),,,Mike Locksley,Q16205924
24,Coaching career (HC unless noted),2018,Alabama (OC),,,Mike Locksley,Q16205924
25,Coaching career (HC unless noted),2019–present,Maryland,,,Mike Locksley,Q16205924
5,Biographical details,Born," (1963-12-23) December 23, 1963 (age 59)Toledo, Ohio, U.S.","Toledo, Ohio","/wiki/Toledo,_Ohio",Jim Harbaugh,Q2631300
6,Biographical details,Alma mater,University of Michigan,University of Michigan,/wiki/University_of_Michigan,Jim Harbaugh,Q2631300
7,Playing career,1982–1986,Michigan,Michigan Wolverines football,/wiki/Michigan_Wolverines_football,Jim Harbaugh,Q2631300
8,Playing career,1987–1993,Chicago Bears,Chicago Bears,/wiki/Chicago_Bears,Jim Harbaugh,Q2631300
9,Playing career,1994–1997,Indianapolis Colts,Indianapolis Colts,/wiki/Indianapolis_Colts,Jim Harbaugh,Q2631300
10,Playing career,1998,Baltimore Ravens,Baltimore Ravens,/wiki/Baltimore_Ravens,Jim Harbaugh,Q2631300
11,Playing career,1999–2000,San Diego Chargers,San Diego Chargers,/wiki/San_Diego_Chargers,Jim Harbaugh,Q2631300
12,Playing career,2001,Detroit Lions[a],Detroit Lions,/wiki/Detroit_Lions,Jim Harbaugh,Q2631300
13,Playing career,2001,Detroit Lions[a],,#cite_note-2,Jim Harbaugh,Q2631300
14,Playing career,2001,Carolina Panthers,Carolina Panthers,/wiki/Carolina_Panthers,Jim Harbaugh,Q2631300
15,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Jim Harbaugh,Q2631300
16,Coaching career (HC unless noted),2002–2003,Oakland Raiders (QB),Oakland Raiders,/wiki/Oakland_Raiders,Jim Harbaugh,Q2631300
17,Coaching career (HC unless noted),2004–2006,San Diego,San Diego Toreros football,/wiki/San_Diego_Toreros_football,Jim Harbaugh,Q2631300
18,Coaching career (HC unless noted),2007–2010,Stanford,Stanford Cardinal football,/wiki/Stanford_Cardinal_football,Jim Harbaugh,Q2631300
19,Coaching career (HC unless noted),2011–2014,San Francisco 49ers,San Francisco 49ers,/wiki/San_Francisco_49ers,Jim Harbaugh,Q2631300
20,Coaching career (HC unless noted),2015–present,Michigan,Michigan Wolverines football,/wiki/Michigan_Wolverines_football,Jim Harbaugh,Q2631300
5,Biographical details,Born," (1972-01-04) January 4, 1972 (age 51)Cleveland, Ohio, U.S.",Cleveland,/wiki/Cleveland,Mel Tucker,Q6810891
6,Playing career,"1990–1992, 1994",Wisconsin,Wisconsin Badgers football,/wiki/Wisconsin_Badgers_football,Mel Tucker,Q6810891
7,Playing career,Position(s),Defensive back,Defensive back,/wiki/Defensive_back,Mel Tucker,Q6810891
8,Coaching career (HC unless noted),1997–1998,Michigan State (GA),Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Mel Tucker,Q6810891
9,Coaching career (HC unless noted),1997–1998,Michigan State (GA),Graduate assistant,/wiki/Graduate_assistant,Mel Tucker,Q6810891
10,Coaching career (HC unless noted),1999,Miami (OH) (DB),Miami RedHawks football,/wiki/Miami_RedHawks_football,Mel Tucker,Q6810891
11,Coaching career (HC unless noted),2000,LSU (DB),LSU Tigers football,/wiki/LSU_Tigers_football,Mel Tucker,Q6810891
12,Coaching career (HC unless noted),2001–2003,Ohio State (DB),Ohio State Buckeyes football,/wiki/Ohio_State_Buckeyes_football,Mel Tucker,Q6810891
13,Coaching career (HC unless noted),2004,Ohio State (co-DC),Defensive coordinator,/wiki/Defensive_coordinator,Mel Tucker,Q6810891
14,Coaching career (HC unless noted),2005–2007,Cleveland Browns (DB),Cleveland Browns,/wiki/Cleveland_Browns,Mel Tucker,Q6810891
15,Coaching career (HC unless noted),2008,Cleveland Browns (DC),,,Mel Tucker,Q6810891
16,Coaching career (HC unless noted),2009–2011,Jacksonville Jaguars (DC),Jacksonville Jaguars,/wiki/Jacksonville_Jaguars,Mel Tucker,Q6810891
17,Coaching career (HC unless noted),2011,Jacksonville Jaguars (interim),,,Mel Tucker,Q6810891
18,Coaching career (HC unless noted),2012,Jacksonville Jaguars (AHC/DC),,,Mel Tucker,Q6810891
19,Coaching career (HC unless noted),2013–2014,Chicago Bears (DC),Chicago Bears,/wiki/Chicago_Bears,Mel Tucker,Q6810891
20,Coaching career (HC unless noted),2015,Alabama (AHC/DB),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Mel Tucker,Q6810891
21,Coaching career (HC unless noted),2016–2018,Georgia (DC/DB),Georgia Bulldogs football,/wiki/Georgia_Bulldogs_football,Mel Tucker,Q6810891
22,Coaching career (HC unless noted),2019,Colorado,Colorado Buffaloes football,/wiki/Colorado_Buffaloes_football,Mel Tucker,Q6810891
23,Coaching career (HC unless noted),2020–present,Michigan State,,,Mel Tucker,Q6810891
5,Biographical details,Born," (1980-11-29) November 29, 1980 (age 42)Sugar Grove, Illinois, U.S.","Sugar Grove, Illinois","/wiki/Sugar_Grove,_Illinois",P. J. Fleck,Q7117292
6,Biographical details,Alma mater,Northern Illinois University,Northern Illinois University,/wiki/Northern_Illinois_University,P. J. Fleck,Q7117292
7,Playing career,1999–2003,Northern Illinois,Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,P. J. Fleck,Q7117292
8,Playing career,2004–2005,San Francisco 49ers,San Francisco 49ers,/wiki/San_Francisco_49ers,P. J. Fleck,Q7117292
9,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,P. J. Fleck,Q7117292
10,Coaching career (HC unless noted),2006,Ohio State (GA),State Buckeyes football (page does not exist),/w/index.php?title=State_Buckeyes_football&action=edit&redlink=1,P. J. Fleck,Q7117292
11,Coaching career (HC unless noted),2006,Ohio State (GA),Graduate assistant,/wiki/Graduate_assistant,P. J. Fleck,Q7117292
12,Coaching career (HC unless noted),2007–2008,Northern Illinois (WR),Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,P. J. Fleck,Q7117292
13,Coaching career (HC unless noted),2009,Northern Illinois (WR/RC),Recruiting coordinator,/wiki/Recruiting_coordinator,P. J. Fleck,Q7117292
14,Coaching career (HC unless noted),2010–2011,Rutgers (WR),Rutgers Scarlet Knights football,/wiki/Rutgers_Scarlet_Knights_football,P. J. Fleck,Q7117292
15,Coaching career (HC unless noted),2012,Tampa Bay Buccaneers (WR),Tampa Bay Buccaneers,/wiki/Tampa_Bay_Buccaneers,P. J. Fleck,Q7117292
16,Coaching career (HC unless noted),2013–2016,Western Michigan,Western Michigan Broncos football,/wiki/Western_Michigan_Broncos_football,P. J. Fleck,Q7117292
17,Coaching career (HC unless noted),2017–present,Minnesota,Minnesota Golden Gophers football,/wiki/Minnesota_Golden_Gophers_football,P. J. Fleck,Q7117292
5,Biographical details,Born," (1975-01-31) January 31, 1975 (age 48)New York, New York, U.S.",New York City,/wiki/New_York_City,Matt Rhule,Q14950994
6,Biographical details,Alma mater,"
Penn State University
University at Buffalo
",Penn State University,/wiki/Penn_State_University,Matt Rhule,Q14950994
7,Biographical details,Alma mater,"
Penn State University
University at Buffalo
",University at Buffalo,/wiki/University_at_Buffalo,Matt Rhule,Q14950994
8,Playing career,1994–1997,Penn State,Penn State Nittany Lions football,/wiki/Penn_State_Nittany_Lions_football,Matt Rhule,Q14950994
9,Playing career,Position(s),Linebacker,Linebacker,/wiki/Linebacker,Matt Rhule,Q14950994
10,Coaching career (HC unless noted),1998,Penn State (volunteer asst.),Penn State Nittany Lions football,/wiki/Penn_State_Nittany_Lions_football,Matt Rhule,Q14950994
11,Coaching career (HC unless noted),1998,Albright (LB),Albright Lions football,/wiki/Albright_Lions_football,Matt Rhule,Q14950994
12,Coaching career (HC unless noted),1999–2000,Buffalo (DL),Buffalo Bulls football,/wiki/Buffalo_Bulls_football,Matt Rhule,Q14950994
13,Coaching career (HC unless noted),2001,UCLA (DL),UCLA Bruins football,/wiki/UCLA_Bruins_football,Matt Rhule,Q14950994
14,Coaching career (HC unless noted),2002,Western Carolina (LB/ST),Western Carolina Catamounts football,/wiki/Western_Carolina_Catamounts_football,Matt Rhule,Q14950994
15,Coaching career (HC unless noted),2003–2005,Western Carolina (AHC/LB/ST),Western Carolina Catamounts football,/wiki/Western_Carolina_Catamounts_football,Matt Rhule,Q14950994
16,Coaching career (HC unless noted),2006,Temple (DL),Temple Owls football,/wiki/Temple_Owls_football,Matt Rhule,Q14950994
17,Coaching career (HC unless noted),2007,Temple (QB),Temple Owls football,/wiki/Temple_Owls_football,Matt Rhule,Q14950994
18,Coaching career (HC unless noted),2008–2010,Temple (OC/QB),Temple Owls football,/wiki/Temple_Owls_football,Matt Rhule,Q14950994
19,Coaching career (HC unless noted),2011,Temple (OC/TE),Temple Owls football,/wiki/Temple_Owls_football,Matt Rhule,Q14950994
20,Coaching career (HC unless noted),2012,New York Giants (asst. OL),New York Giants,/wiki/New_York_Giants,Matt Rhule,Q14950994
21,Coaching career (HC unless noted),2013–2016,Temple,Temple Owls football,/wiki/Temple_Owls_football,Matt Rhule,Q14950994
22,Coaching career (HC unless noted),2017–2019,Baylor,Baylor Bears football,/wiki/Baylor_Bears_football,Matt Rhule,Q14950994
23,Coaching career (HC unless noted),2020–2022,Carolina Panthers,Carolina Panthers,/wiki/Carolina_Panthers,Matt Rhule,Q14950994
24,Coaching career (HC unless noted),2023–present,Nebraska,Nebraska Cornhuskers football,/wiki/Nebraska_Cornhuskers_football,Matt Rhule,Q14950994
4,Playing career,2004–2007,Winona State,Winona State Warriors football,/wiki/Winona_State_Warriors_football,David Braun[interim],Q116507901
5,Playing career,Position(s),Defensive lineman,Defensive lineman,/wiki/Defensive_lineman,David Braun[interim],Q116507901
6,Coaching career (HC unless noted),2008–2009,Winona State (GA),Winona State Warriors football,/wiki/Winona_State_Warriors_football,David Braun[interim],Q116507901
7,Coaching career (HC unless noted),2008–2009,Winona State (GA),Graduate assistant,/wiki/Graduate_assistant,David Braun[interim],Q116507901
8,Coaching career (HC unless noted),2010,Culver–Stockton (DC/LB),Culver–Stockton Wildcats football,/wiki/Culver%E2%80%93Stockton_Wildcats_football,David Braun[interim],Q116507901
9,Coaching career (HC unless noted),2010,Culver–Stockton (DC/LB),Defensive coordinator,/wiki/Defensive_coordinator,David Braun[interim],Q116507901
10,Coaching career (HC unless noted),2011–2014,Winona State (co-DC/LB),,,David Braun[interim],Q116507901
11,Coaching career (HC unless noted),2015–2016,UC Davis (DL),UC Davis Aggies football,/wiki/UC_Davis_Aggies_football,David Braun[interim],Q116507901
12,Coaching career (HC unless noted),2017,Northern Iowa (RGC/DL),Northern Iowa Panthers football,/wiki/Northern_Iowa_Panthers_football,David Braun[interim],Q116507901
13,Coaching career (HC unless noted),2018,Northern Iowa (STC/OLB),,,David Braun[interim],Q116507901
14,Coaching career (HC unless noted),2019–2022,North Dakota State (DC/S),North Dakota State Bison football,/wiki/North_Dakota_State_Bison_football,David Braun[interim],Q116507901
15,Coaching career (HC unless noted),2023–present,Northwestern (interim HC / DC),Northwestern Wildcats football,/wiki/Northwestern_Wildcats_football,David Braun[interim],Q116507901
5,Biographical details,Born," (1979-03-12) March 12, 1979 (age 44)Manchester, New Hampshire, U.S.","Manchester, New Hampshire","/wiki/Manchester,_New_Hampshire",Ryan Day,Q18921628
6,Playing career,1998–2001,New Hampshire,New Hampshire Wildcats football,/wiki/New_Hampshire_Wildcats_football,Ryan Day,Q18921628
7,Playing career,Position(s),"Quarterback, linebacker",Quarterback,/wiki/Quarterback,Ryan Day,Q18921628
8,Playing career,Position(s),"Quarterback, linebacker",Linebacker,/wiki/Linebacker,Ryan Day,Q18921628
9,Coaching career (HC unless noted),2002,New Hampshire (TE),New Hampshire Wildcats football,/wiki/New_Hampshire_Wildcats_football,Ryan Day,Q18921628
10,Coaching career (HC unless noted),2003–2004,Boston College (GA),Boston College Eagles football,/wiki/Boston_College_Eagles_football,Ryan Day,Q18921628
11,Coaching career (HC unless noted),2003–2004,Boston College (GA),Graduate assistant,/wiki/Graduate_assistant,Ryan Day,Q18921628
12,Coaching career (HC unless noted),2005,Florida (GA),Florida Gators football,/wiki/Florida_Gators_football,Ryan Day,Q18921628
13,Coaching career (HC unless noted),2006,Temple (WR),Temple Owls football,/wiki/Temple_Owls_football,Ryan Day,Q18921628
14,Coaching career (HC unless noted),2007–2011,Boston College (WR),,,Ryan Day,Q18921628
15,Coaching career (HC unless noted),2012,Temple (OC/WR),,,Ryan Day,Q18921628
16,Coaching career (HC unless noted),2013–2014,Boston College (OC/QB),,,Ryan Day,Q18921628
17,Coaching career (HC unless noted),2015,Philadelphia Eagles (QB),Philadelphia Eagles,/wiki/Philadelphia_Eagles,Ryan Day,Q18921628
18,Coaching career (HC unless noted),2016,San Francisco 49ers (QB),San Francisco 49ers,/wiki/San_Francisco_49ers,Ryan Day,Q18921628
19,Coaching career (HC unless noted),2017,Ohio State (co-OC/QB),Ohio State Buckeyes football,/wiki/Ohio_State_Buckeyes_football,Ryan Day,Q18921628
20,Coaching career (HC unless noted),2018,Ohio State (acting HC/OC/QB),,,Ryan Day,Q18921628
21,Coaching career (HC unless noted),2019–present,Ohio State,,,Ryan Day,Q18921628
4,Biographical details,Born," (1972-02-02) February 2, 1972 (age 51)Langhorne, Pennsylvania, U.S.","Langhorne, Pennsylvania","/wiki/Langhorne,_Pennsylvania",James Franklin,Q14950689
5,Playing career,1991–1994,East Stroudsburg,East Stroudsburg Warriors football,/wiki/East_Stroudsburg_Warriors_football,James Franklin,Q14950689
6,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,James Franklin,Q14950689
7,Coaching career (HC unless noted),1995,Kutztown (WR),Kutztown Golden Bears football,/wiki/Kutztown_Golden_Bears_football,James Franklin,Q14950689
8,Coaching career (HC unless noted),1996,East Stroudsburg (DB),East Stroudsburg Warriors football,/wiki/East_Stroudsburg_Warriors_football,James Franklin,Q14950689
9,Coaching career (HC unless noted),1996,Roskilde Kings (OC),Danish American Football Federation,/wiki/Danish_American_Football_Federation,James Franklin,Q14950689
10,Coaching career (HC unless noted),1996,Roskilde Kings (OC),Offensive coordinator,/wiki/Offensive_coordinator,James Franklin,Q14950689
11,Coaching career (HC unless noted),1997,James Madison (WR),James Madison Dukes football,/wiki/James_Madison_Dukes_football,James Franklin,Q14950689
12,Coaching career (HC unless noted),1998,Washington State (TE),Washington State Cougars football,/wiki/Washington_State_Cougars_football,James Franklin,Q14950689
13,Coaching career (HC unless noted),1999,Idaho State (WR),Idaho State Bengals football,/wiki/Idaho_State_Bengals_football,James Franklin,Q14950689
14,Coaching career (HC unless noted),2000–2004,Maryland (WR/RC),Maryland Terrapins football,/wiki/Maryland_Terrapins_football,James Franklin,Q14950689
15,Coaching career (HC unless noted),2005,Green Bay Packers (WR),Green Bay Packers,/wiki/Green_Bay_Packers,James Franklin,Q14950689
16,Coaching career (HC unless noted),2006–2007,Kansas State (OC/QB),Kansas State Wildcats football,/wiki/Kansas_State_Wildcats_football,James Franklin,Q14950689
17,Coaching career (HC unless noted),2008–2010,Maryland (AHC/OC/QB),,,James Franklin,Q14950689
18,Coaching career (HC unless noted),2011–2013,Vanderbilt,Vanderbilt Commodores football,/wiki/Vanderbilt_Commodores_football,James Franklin,Q14950689
19,Coaching career (HC unless noted),2014–present,Penn State,Penn State Nittany Lions football,/wiki/Penn_State_Nittany_Lions_football,James Franklin,Q14950689
4,Biographical details,Born," (1986-01-21) January 21, 1986 (age 37)Los Angeles, California, U.S.",Los Angeles,/wiki/Los_Angeles,Ryan Walters,Q104172856
5,Playing career,2004–2008,Colorado,Colorado Buffaloes football,/wiki/Colorado_Buffaloes_football,Ryan Walters,Q104172856
6,Playing career,Position(s),Safety,Safety (gridiron football position),/wiki/Safety_(gridiron_football_position),Ryan Walters,Q104172856
7,Coaching career (HC unless noted),2009,Colorado (SA),Colorado Buffaloes football,/wiki/Colorado_Buffaloes_football,Ryan Walters,Q104172856
8,Coaching career (HC unless noted),2010,Arizona (GA),Arizona Wildcats football,/wiki/Arizona_Wildcats_football,Ryan Walters,Q104172856
